district_area_maharashtra,nitrogen,phosphorus,potassium,temperature,humidity,ph,rainfall,crop_label
Nagpur,124,141,8,26.67,45.86,6.56,867.34,cotton
Sangli,68,60,164,25.1,58.21,6.82,847.72,cotton
Nashik,116,133,46,20.36,43.35,7.42,1177.02,apple
Beed,68,99,164,23.03,51.45,7.04,244.62,mungbean
Latur,85,50,39,26.45,77.02,6.65,643.05,orange
Jalgaon,133,22,205,31.86,56.73,6.41,474.15,watermelon
Pune,55,57,38,20.76,87.21,7.06,1108.64,maize
Beed,80,82,190,30.85,52.88,7.09,1036.17,orange
Kolhapur,111,36,80,30.78,70.11,7.35,784.16,mungbean
Kolhapur,87,59,29,23.25,62.54,6.89,662.33,maize
Kolhapur,32,87,26,31.63,49.98,7.42,1085.7,jute
Nagpur,121,142,96,31.18,88.87,5.98,947.08,maize
Sangli,45,30,44,25.34,43.78,6.86,149.62,mango
Kolhapur,56,49,87,24.48,50.8,6.94,941.29,apple
Jalgaon,11,91,91,26.93,73.44,6.67,1172.33,pigeonpeas
Nagpur,71,141,42,21.8,70.93,7.14,429.88,cotton
Nashik,96,112,192,27.79,79.74,5.96,166.17,cotton
Latur,138,40,55,32.53,41.91,7.07,771.64,lentil
Jalgaon,87,23,97,32.99,64.47,7.39,593.1,maize
Jalgaon,131,145,185,25.35,67.34,6.03,273.16,mothbeans
Jalgaon,97,33,53,32.87,71.79,5.65,414.49,cotton
Nashik,17,110,161,25.06,45.46,5.94,1193.77,grapes
Latur,59,59,160,26.96,89.4,6.46,806.74,banana
Nashik,111,94,153,29.78,61.65,7.49,984.19,mango
Parbhani,51,90,59,21.48,40.44,7.14,1126.8,blackgram
Aurangabad,55,127,82,27.41,69.41,5.89,637.18,orange
Amravati,114,134,77,28.69,46.69,6.98,125.85,coffee
Kolhapur,21,31,46,31.93,79.9,6.47,479.14,chickpea
Wardha,129,74,32,27.48,61.47,6.23,1182.6,pigeonpeas
